1	1	6
1	2	12
1	3	9
1	4	9
1	5	13
1	6	11
1	7	18
1	8	10
1	9	39
1	10	7
1	11	9
1	12	6
1	13	7
1	14	5
1	15	11
1	16	15
1	17	51
1	18	15
1	19	10
1	20	14
1	21	32
1	22	6
1	23	10
1	24	22
1	25	12
1	26	14
1	27	9
1	28	11
1	29	13
1	30	25
1	31	11
1	32	22
1	33	23
1	34	28
1	35	13
1	36	40
1	37	23
1	38	14
1	39	18
1	40	14
1	41	12
1	42	5
1	43	27
1	44	18
1	45	12
1	46	10
1	47	15
1	48	21
1	49	23
1	50	21
1	51	11
1	52	7
1	53	9
1	54	24
1	55	14
1	56	12
1	57	12
1	58	18
1	59	14
1	60	9
1	61	13
1	62	12
1	63	11
1	64	14
1	65	20
1	66	8
1	67	36
1	68	37
1	69	6
1	70	24
1	71	20
1	72	28
1	73	23
1	74	11
1	75	13
1	76	21
1	77	72
1	78	13
1	79	20
1	80	17
1	81	8
1	82	19
1	83	13
1	84	14
1	85	17
1	86	7
1	87	19
1	88	53
1	89	17
1	90	16
1	91	16
1	92	5
1	93	23
1	94	11
1	95	13
1	96	12
1	97	9
1	98	9
1	99	5
1	100	8
1	101	29
1	102	22
1	103	35
1	104	45
1	105	48
1	106	43
1	107	14
1	108	31
1	109	7
1	110	10
1	111	10
1	112	9
1	113	26
1	114	8
1	115	10
1	116	2
1	117	29
1	118	176
1	119	7
1	120	8
1	121	9
1	122	4
1	123	8
1	124	5
1	125	6
1	126	5
1	127	6
1	128	8
1	129	8
1	130	3
1	131	18
1	132	3
1	133	3
1	134	21
1	135	26
1	136	9
1	137	8
1	138	24
1	139	14
1	140	10
1	141	7
1	142	12
1	143	15
1	144	21
1	145	10
1	146	11
1	147	9
1	148	14
1	149	9
1	150	6
1	151	7
16	1	6
16	2	12
16	3	8
16	4	8
16	5	12
16	6	10
16	7	17
16	8	9
16	9	20
16	10	18
16	11	7
16	12	8
16	13	6
16	14	7
16	15	5
16	16	11
16	17	15
16	18	50
16	19	14
16	20	9
16	21	13
16	22	31
16	23	6
16	24	10
16	25	22
16	26	12
16	27	14
16	28	9
16	29	11
16	30	12
16	31	24
16	32	11
16	33	22
16	34	22
16	35	28
16	36	12
16	37	40
16	38	22
16	39	13
16	40	17
16	41	13
16	42	11
16	43	5
16	44	26
16	45	17
16	46	11
16	47	9
16	48	14
16	49	20
16	50	23
16	51	19
16	52	9
16	53	6
16	54	7
16	55	23
16	56	13
16	57	11
16	58	11
16	59	17
16	60	12
16	61	8
16	62	12
16	63	11
16	64	10
16	65	13
16	66	20
16	67	7
16	68	35
16	69	36
16	70	5
16	71	24
16	72	20
16	73	28
16	74	23
16	75	10
16	76	12
16	77	20
16	78	72
16	79	13
16	80	19
16	81	16
16	82	8
16	83	18
16	84	12
16	85	13
16	86	17
16	87	7
16	88	18
16	89	52
16	90	17
16	91	16
16	92	15
16	93	5
16	94	23
16	95	11
16	96	13
16	97	12
16	98	9
16	99	9
16	100	5
16	101	8
16	102	28
16	103	22
16	104	35
16	105	45
16	106	48
16	107	43
16	108	13
16	109	31
16	110	7
16	111	10
16	112	10
16	113	9
16	114	8
16	115	18
16	116	19
16	117	2
16	118	29
16	119	176
16	120	7
16	121	8
16	122	9
16	123	4
16	124	8
16	125	5
16	126	6
16	127	5
16	128	6
16	129	8
16	130	8
16	131	3
16	132	18
16	133	3
16	134	3
16	135	21
16	136	26
16	137	9
16	138	8
16	139	24
16	140	13
16	141	10
16	142	7
16	143	12
16	144	15
16	145	21
16	146	10
16	147	20
16	148	14
16	149	9
16	150	6
20	1	6
20	2	12
20	3	9
20	4	9
20	5	13
20	6	11
20	7	18
20	8	10
20	9	21
20	10	18
20	11	7
20	12	9
20	13	6
20	14	7
20	15	5
20	16	11
20	17	15
20	18	51
20	19	15
20	20	10
20	21	14
20	22	32
20	23	6
20	24	10
20	25	22
20	26	12
20	27	14
20	28	9
20	29	11
20	30	13
20	31	25
20	32	11
20	33	22
20	34	23
20	35	28
20	36	13
20	37	40
20	38	23
20	39	14
20	40	18
20	41	14
20	42	12
20	43	5
20	44	27
20	45	18
20	46	12
20	47	10
20	48	15
20	49	21
20	50	23
20	51	21
20	52	11
20	53	7
20	54	9
20	55	24
20	56	14
20	57	12
20	58	12
20	59	18
20	60	14
20	61	9
20	62	13
20	63	12
20	64	11
20	65	14
20	66	20
20	67	8
20	68	36
20	69	37
20	70	6
20	71	24
20	72	20
20	73	28
20	74	23
20	75	11
20	76	13
20	77	21
20	78	72
20	79	13
20	80	20
20	81	17
20	82	8
20	83	18
20	84	13
20	85	14
20	86	17
20	87	7
20	88	19
20	89	52
20	90	17
20	91	16
20	92	16
20	93	5
20	94	23
20	95	11
20	96	13
20	97	12
20	98	9
20	99	9
20	100	5
20	101	8
20	102	29
20	103	22
20	104	35
20	105	45
20	106	48
20	107	43
20	108	14
20	109	31
20	110	7
20	111	10
20	112	10
20	113	9
20	114	8
20	115	18
20	116	19
20	117	2
20	118	29
20	119	176
20	120	7
20	121	8
20	122	9
20	123	4
20	124	8
20	125	5
20	126	6
20	127	5
20	128	6
20	129	8
20	130	8
20	131	3
20	132	18
20	133	3
20	134	3
20	135	21
20	136	26
20	137	9
20	138	8
20	139	24
20	140	14
20	141	10
20	142	8
20	143	12
20	144	15
20	145	21
20	146	10
20	147	20
20	148	14
20	149	9
20	150	6
